review_id,phrase,category,aspect_term,polarity
1478,ask usha nicest bartender manhattan ,SERVICE#GENERAL,man,positive
1480,amazing place try roti rolls ,FOOD#QUALITY,roti,positive
1481,really recommend simple unda egg rolls ,FOOD#QUALITY,recommend,positive
1482,spices onions eggs kick ass roti ,FOOD#QUALITY,kick,positive
1482,delicate spices onions eggs kick ass roti ,FOOD#QUALITY,kick,positive
1487,toons recently redone attractive space ,AMBIENCE#GENERAL,space,positive
1488,food good ever ,FOOD#QUALITY,food,positive
1489,area sadly lacking decent thai ,FOOD#QUALITY,decent,positive
1489,area sadly lacking decent thai food one best ,FOOD#QUALITY,food,positive
1489,sadly lacking decent thai food one best spots ,FOOD#QUALITY,spots,positive
1489,area sadly lacking decent thai food one best spots ,FOOD#QUALITY,spots,positive
1489,decent thai food one best spots ,FOOD#QUALITY,spots,positive
1490,went last night nice decor good service ,AMBIENCE#GENERAL,service,positive
1490,went last night nice decor good service food surprisingly ,AMBIENCE#GENERAL,food,positive
1490,went last night nice decor good service food surprisingly excellent ,AMBIENCE#GENERAL,food,positive
1490,last night nice decor good service food surprisingly excellent ,AMBIENCE#GENERAL,food,positive
1490,night nice decor good service food surprisingly excellent ,AMBIENCE#GENERAL,food,positive
1491,went last night nice decor good service ,SERVICE#GENERAL,service,positive
1491,went last night nice decor good service food surprisingly ,SERVICE#GENERAL,food,positive
1491,went last night nice decor good service food surprisingly excellent ,SERVICE#GENERAL,food,positive
1491,last night nice decor good service food surprisingly excellent ,SERVICE#GENERAL,food,positive
1491,night nice decor good service food surprisingly excellent ,SERVICE#GENERAL,food,positive
1492,went last night nice decor good service ,FOOD#QUALITY,service,positive
1492,went last night nice decor good service food surprisingly ,FOOD#QUALITY,food,positive
1492,went last night nice decor good service food surprisingly excellent ,FOOD#QUALITY,food,positive
1492,last night nice decor good service food surprisingly excellent ,FOOD#QUALITY,food,positive
1492,night nice decor good service food surprisingly excellent ,FOOD#QUALITY,food,positive
1493,huge might good order three things split rather one appetizer ,FOOD#STYLE_OPTIONS,appetizer,neutral
1493,portions huge might good order ,FOOD#STYLE_OPTIONS,portion,neutral
1493,portions huge might good order three things split rather ,FOOD#STYLE_OPTIONS,portion,neutral
1493,order three things split rather one appetizer entree per person ,FOOD#STYLE_OPTIONS,appetizer,neutral
1493,portions huge might good order three things split ,FOOD#STYLE_OPTIONS,portion,neutral
1493,rather one appetizer entree per person two people ,FOOD#STYLE_OPTIONS,appetizer,neutral
1493,appetizer entree per person two people ,FOOD#STYLE_OPTIONS,appetizer,neutral
1493,three things split rather one appetizer entree per person two ,FOOD#STYLE_OPTIONS,appetizer,neutral
1495,best drumsticks rice sour spicy soup town ,FOOD#QUALITY,spicy,positive
1495,drumsticks rice sour spicy soup town ,FOOD#QUALITY,spicy,positive
1497,beef noodle soup good well ,FOOD#QUALITY,beef,positive
1498,service good resturant clean ,SERVICE#GENERAL,service,positive
1499,service good resturant clean ,AMBIENCE#GENERAL,service,positive
1500,best taiwanese food ,FOOD#QUALITY,food,positive
1501,rao probably times past years keeps getting better ,RESTAURANT#GENERAL,time,positive
1501,rao probably times past years keeps getting ,RESTAURANT#GENERAL,time,positive
1502,enjoy say get ,RESTAURANT#MISCELLANEOUS,enjoy,positive
1503,rao best service atmosphere nyc ,SERVICE#GENERAL,service,positive
1504,rao best service atmosphere nyc ,AMBIENCE#GENERAL,service,positive
1505,good luck getting table ,RESTAURANT#MISCELLANEOUS,luck,negative
1506,roommate love place ,RESTAURANT#GENERAL,room,positive
1507,decided try location delight outdoor seating perfect since yorkie ,AMBIENCE#GENERAL,eat,positive
1507,recently decided try location delight outdoor seating perfect since ,AMBIENCE#GENERAL,eat,positive
1507,recently decided try location delight outdoor seating ,AMBIENCE#GENERAL,eat,positive
1507,recently decided try location delight outdoor seating perfect ,AMBIENCE#GENERAL,eat,positive
1509,portion sizes huge sushi good ,FOOD#STYLE_OPTIONS,size,positive
1510,portion sizes huge sushi good ,FOOD#QUALITY,size,positive
1511,staff accomodating ,SERVICE#GENERAL,staff,positive
1512,excellent dumplings served amid clean chic ,FOOD#QUALITY,dumplings,positive
1512,dumplings served amid clean chic decor ,FOOD#QUALITY,decor,positive
1513,excellent dumplings served amid clean chic ,AMBIENCE#GENERAL,dumplings,positive
1513,dumplings served amid clean chic decor ,AMBIENCE#GENERAL,decor,positive
1514,got piece dim sum combo every ,FOOD#QUALITY,sum,positive
1514,piece dim sum combo every bite great ,FOOD#QUALITY,sum,positive
1514,got piece dim sum combo every bite great ,FOOD#QUALITY,sum,positive
1515,small piece ,FOOD#PRICES,mall,negative
1517,back unless someone else footing bill ,RESTAURANT#PRICES,bill,negative
1518,decor simple comfortable ,AMBIENCE#GENERAL,com,positive
1519,food delicious come empty stomach ,FOOD#QUALITY,food,positive
1520,food delicious come empty stomach ,FOOD#STYLE_OPTIONS,food,negative
1521,portions small food good makes ,FOOD#STYLE_OPTIONS,mall,negative
1522,portions small food good makes ,FOOD#QUALITY,mall,positive
1523,must crabmeat lasagna world chocolate bread pudding dessert ,FOOD#QUALITY,bread,positive
1523,lasagna world chocolate bread pudding dessert ,FOOD#QUALITY,bread,positive
1525,staff attentive earth ,SERVICE#GENERAL,art,positive
1527,great indian food service incredible ,FOOD#QUALITY,eat,positive
1528,great indian food service incredible ,SERVICE#GENERAL,eat,positive
1529,owner truly caters needs ,SERVICE#GENERAL,needs,positive
1530,family came gave apps test palets ordered ,SERVICE#GENERAL,family,positive
1530,family came gave apps test ,SERVICE#GENERAL,family,positive
1531,everyone happy choices ,SERVICE#GENERAL,choice,positive
1532,great food prices reasonable ,FOOD#QUALITY,eat,positive
1533,great food prices reasonable ,RESTAURANT#PRICES,eat,positive
1534,food great service name cantonese ,FOOD#QUALITY,ones,positive
1535,shrimp dumplings slices bbq roast pork ,FOOD#QUALITY,slice,positive
1535,fell love egg noodles beef broth shrimp dumplings ,FOOD#QUALITY,beef,positive
1535,egg noodles beef broth shrimp dumplings slices bbq roast pork ,FOOD#QUALITY,beef,positive
1535,noodles beef broth shrimp dumplings slices bbq roast pork ,FOOD#QUALITY,beef,positive
1535,love egg noodles beef broth shrimp dumplings slices bbq roast ,FOOD#QUALITY,beef,positive
1535,fell love egg noodles beef broth ,FOOD#QUALITY,beef,positive
1535,fell love egg noodles beef broth shrimp dumplings slices ,FOOD#QUALITY,beef,positive
1536,dish favorite always get never ,FOOD#QUALITY,dish,positive
1537,try congee donut like deep ,FOOD#QUALITY,try,positive
1537,congee donut like deep fried dough call ley soh delicious ,FOOD#QUALITY,dough,positive
1537,ley soh delicious sweet tasting bread ,FOOD#QUALITY,bread,positive
1539,good tasting chinese food incredible prices ,FOOD#QUALITY,food,positive
1539,simply good tasting chinese food incredible ,FOOD#QUALITY,food,positive
1539,simply good tasting chinese food incredible prices ,FOOD#QUALITY,food,positive
1540,good tasting chinese food incredible prices ,FOOD#PRICES,food,positive
1540,simply good tasting chinese food incredible ,FOOD#PRICES,food,positive
1540,simply good tasting chinese food incredible prices ,FOOD#PRICES,food,positive
1541,service coming ,SERVICE#GENERAL,service,negative
1542,wong great place eat fill stomach ,RESTAURANT#GENERAL,eat,positive
1542,big wong great place eat fill stomach ,RESTAURANT#GENERAL,eat,positive
1543,whoever jazz duo point ,AMBIENCE#GENERAL,jazz,positive
1544,great food speedy service affordable prices ,AMBIENCE#GENERAL,eat,positive
1544,good music great food speedy service ,AMBIENCE#GENERAL,eat,positive
1544,good music great food speedy ,AMBIENCE#GENERAL,eat,positive
1544,good music great food speedy service affordable prices ,AMBIENCE#GENERAL,eat,positive
1545,great food speedy service affordable prices ,FOOD#QUALITY,eat,positive
1545,good music great food speedy service ,FOOD#QUALITY,eat,positive
1545,good music great food speedy ,FOOD#QUALITY,eat,positive
1545,good music great food speedy service affordable prices ,FOOD#QUALITY,eat,positive
1546,great food speedy service affordable prices ,SERVICE#GENERAL,eat,positive
1546,good music great food speedy service ,SERVICE#GENERAL,eat,positive
1546,good music great food speedy ,SERVICE#GENERAL,eat,positive
1546,good music great food speedy service affordable prices ,SERVICE#GENERAL,eat,positive
1547,great food speedy service affordable prices ,RESTAURANT#PRICES,eat,positive
1547,good music great food speedy service ,RESTAURANT#PRICES,eat,positive
1547,good music great food speedy ,RESTAURANT#PRICES,eat,positive
1547,good music great food speedy service affordable prices ,RESTAURANT#PRICES,eat,positive
1548,even wine glass good ,DRINKS#QUALITY,glass,positive
1549,little way live neighborhood definitely worth ,LOCATION#GENERAL,neighborhood,negative
1549,little way live neighborhood definitely worth trip wherever ,LOCATION#GENERAL,trip,negative
1549,way live neighborhood definitely worth trip wherever ,LOCATION#GENERAL,trip,negative
1550,little way live neighborhood definitely worth ,RESTAURANT#GENERAL,neighborhood,positive
1550,little way live neighborhood definitely worth trip wherever ,RESTAURANT#GENERAL,trip,positive
1550,way live neighborhood definitely worth trip wherever ,RESTAURANT#GENERAL,trip,positive
1551,consistently good japanese tapas ,FOOD#QUALITY,tapas,positive
1552,always good drinks service pretty good ,DRINKS#QUALITY,drink,positive
1553,always good drinks service pretty good ,SERVICE#GENERAL,drink,positive
1554,atmosphere nice relaxed ,AMBIENCE#GENERAL,relax,positive
1555,great place meet food drinks ,RESTAURANT#MISCELLANEOUS,drink,positive
1556,yakitori bbq meats tasty ,FOOD#QUALITY,eat,positive
1557,mind pre sliced low quality fish unfriendly staff sushi chef ,FOOD#QUALITY,friend,negative
1557,mind pre sliced low quality fish unfriendly staff sushi ,FOOD#QUALITY,friend,negative
1557,low quality fish unfriendly staff sushi chef looks like miserable ,FOOD#QUALITY,friend,negative
1557,sushi chef looks like miserable place ,FOOD#QUALITY,chef,negative
1557,quality fish unfriendly staff sushi chef looks like miserable place ,FOOD#QUALITY,friend,negative
1557,sliced low quality fish unfriendly staff sushi chef looks like ,FOOD#QUALITY,friend,negative
1557,mind pre sliced low quality ,FOOD#QUALITY,slice,negative
1558,mind pre sliced low quality fish unfriendly staff sushi chef ,SERVICE#GENERAL,friend,negative
1558,mind pre sliced low quality fish unfriendly staff sushi ,SERVICE#GENERAL,friend,negative
1558,low quality fish unfriendly staff sushi chef looks like miserable ,SERVICE#GENERAL,friend,negative
1558,sushi chef looks like miserable place ,SERVICE#GENERAL,chef,negative
1558,quality fish unfriendly staff sushi chef looks like miserable place ,SERVICE#GENERAL,friend,negative
1558,sliced low quality fish unfriendly staff sushi chef looks like ,SERVICE#GENERAL,friend,negative
1558,mind pre sliced low quality ,SERVICE#GENERAL,slice,negative
1559,mind pre sliced low quality fish unfriendly staff sushi chef ,RESTAURANT#MISCELLANEOUS,friend,negative
1559,mind pre sliced low quality fish unfriendly staff sushi ,RESTAURANT#MISCELLANEOUS,friend,negative
1559,low quality fish unfriendly staff sushi chef looks like miserable ,RESTAURANT#MISCELLANEOUS,friend,negative
1559,sushi chef looks like miserable place ,RESTAURANT#MISCELLANEOUS,chef,negative
1559,quality fish unfriendly staff sushi chef looks like miserable place ,RESTAURANT#MISCELLANEOUS,friend,negative
1559,sliced low quality fish unfriendly staff sushi chef looks like ,RESTAURANT#MISCELLANEOUS,friend,negative
1559,mind pre sliced low quality ,RESTAURANT#MISCELLANEOUS,slice,negative
1560,price quality fish alone keep making return ,FOOD#PRICES,one,negative
1560,price quality fish alone keep making ,FOOD#PRICES,one,negative
1560,price quality fish alone keep ,FOOD#PRICES,one,negative
1560,fish alone keep making return visit ,FOOD#PRICES,visit,negative
1561,price quality fish alone keep making return ,FOOD#QUALITY,one,negative
1561,price quality fish alone keep making ,FOOD#QUALITY,one,negative
1561,price quality fish alone keep ,FOOD#QUALITY,one,negative
1561,fish alone keep making return visit ,FOOD#QUALITY,visit,negative
1562,price quality fish alone keep making return ,RESTAURANT#GENERAL,one,negative
1562,price quality fish alone keep making ,RESTAURANT#GENERAL,one,negative
1562,price quality fish alone keep ,RESTAURANT#GENERAL,one,negative
1562,fish alone keep making return visit ,RESTAURANT#GENERAL,visit,negative
1563,dining watched chef accidentally drop piece unagi floor upon retrieving ,FOOD#QUALITY,floor,negative
1563,upon retrieving floor proceed use piece delivery order preparing ,FOOD#QUALITY,floor,negative
1563,going share feel obligated sitting sushi bar dining watched chef ,FOOD#QUALITY,share,negative
1563,floor proceed use piece delivery order preparing ,FOOD#QUALITY,floor,negative
1563,sitting sushi bar dining watched chef accidentally drop piece unagi ,FOOD#QUALITY,dining,negative
1563,share feel obligated sitting sushi bar dining watched chef accidentally ,FOOD#QUALITY,share,negative
1563,retrieving floor proceed use piece delivery order preparing ,FOOD#QUALITY,floor,negative
1563,going share feel obligated sitting sushi bar ,FOOD#QUALITY,share,negative
1563,feel obligated sitting sushi bar dining watched chef accidentally drop ,FOOD#QUALITY,dining,negative
1563,going share feel obligated sitting sushi ,FOOD#QUALITY,share,negative
1563,chef accidentally drop piece unagi floor upon retrieving floor proceed ,FOOD#QUALITY,floor,negative
1563,piece unagi floor upon retrieving floor proceed use piece delivery ,FOOD#QUALITY,floor,negative
1564,thanks ,RESTAURANT#GENERAL,thanks,negative
1565,place months old perhaps queens ,RESTAURANT#GENERAL,months,positive
1565,months old perhaps queens biggest secret ,RESTAURANT#GENERAL,months,positive
1565,place months old perhaps queens biggest ,RESTAURANT#GENERAL,months,positive
1566,makes feel like trendy manhattan restaurant good food cheaply priced ,AMBIENCE#GENERAL,man,positive
1566,upper west side minus expensive prices pretentious clientele roosevelt avenue ,AMBIENCE#GENERAL,client,positive
1566,staff manhattanite spend time manhattan rice avenue make feel home ,AMBIENCE#GENERAL,man,positive
1566,fabulous decor makes feel like trendy ,AMBIENCE#GENERAL,feel,positive
1566,cheaply priced generally friendly staff manhattanite spend time manhattan rice ,AMBIENCE#GENERAL,man,positive
1566,food cheaply priced generally friendly staff manhattanite spend time manhattan ,AMBIENCE#GENERAL,man,positive
1566,feel like trendy manhattan restaurant good food cheaply priced generally ,AMBIENCE#GENERAL,man,positive
1566,generally friendly staff manhattanite spend time manhattan rice avenue make ,AMBIENCE#GENERAL,man,positive
1566,home soho village upper west side minus expensive prices pretentious ,AMBIENCE#GENERAL,side,positive
1566,fabulous decor makes feel like trendy manhattan restaurant ,AMBIENCE#GENERAL,man,positive
1566,time manhattan rice avenue make feel home soho village upper ,AMBIENCE#GENERAL,man,positive
1566,like trendy manhattan restaurant good food cheaply priced generally friendly ,AMBIENCE#GENERAL,man,positive
1567,makes feel like trendy manhattan restaurant good food cheaply priced ,FOOD#QUALITY,man,positive
1567,upper west side minus expensive prices pretentious clientele roosevelt avenue ,FOOD#QUALITY,client,positive
1567,staff manhattanite spend time manhattan rice avenue make feel home ,FOOD#QUALITY,man,positive
1567,fabulous decor makes feel like trendy ,FOOD#QUALITY,feel,positive
1567,cheaply priced generally friendly staff manhattanite spend time manhattan rice ,FOOD#QUALITY,man,positive
1567,food cheaply priced generally friendly staff manhattanite spend time manhattan ,FOOD#QUALITY,man,positive
1567,feel like trendy manhattan restaurant good food cheaply priced generally ,FOOD#QUALITY,man,positive
1567,generally friendly staff manhattanite spend time manhattan rice avenue make ,FOOD#QUALITY,man,positive
1567,home soho village upper west side minus expensive prices pretentious ,FOOD#QUALITY,side,positive
1567,fabulous decor makes feel like trendy manhattan restaurant ,FOOD#QUALITY,man,positive
1567,time manhattan rice avenue make feel home soho village upper ,FOOD#QUALITY,man,positive
1567,like trendy manhattan restaurant good food cheaply priced generally friendly ,FOOD#QUALITY,man,positive
1568,makes feel like trendy manhattan restaurant good food cheaply priced ,FOOD#PRICES,man,positive
1568,upper west side minus expensive prices pretentious clientele roosevelt avenue ,FOOD#PRICES,client,positive
1568,staff manhattanite spend time manhattan rice avenue make feel home ,FOOD#PRICES,man,positive
1568,fabulous decor makes feel like trendy ,FOOD#PRICES,feel,positive
1568,cheaply priced generally friendly staff manhattanite spend time manhattan rice ,FOOD#PRICES,man,positive
1568,food cheaply priced generally friendly staff manhattanite spend time manhattan ,FOOD#PRICES,man,positive
1568,feel like trendy manhattan restaurant good food cheaply priced generally ,FOOD#PRICES,man,positive
1568,generally friendly staff manhattanite spend time manhattan rice avenue make ,FOOD#PRICES,man,positive
1568,home soho village upper west side minus expensive prices pretentious ,FOOD#PRICES,side,positive
1568,fabulous decor makes feel like trendy manhattan restaurant ,FOOD#PRICES,man,positive
1568,time manhattan rice avenue make feel home soho village upper ,FOOD#PRICES,man,positive
1568,like trendy manhattan restaurant good food cheaply priced generally friendly ,FOOD#PRICES,man,positive
1569,makes feel like trendy manhattan restaurant good food cheaply priced ,SERVICE#GENERAL,man,positive
1569,upper west side minus expensive prices pretentious clientele roosevelt avenue ,SERVICE#GENERAL,client,positive
1569,staff manhattanite spend time manhattan rice avenue make feel home ,SERVICE#GENERAL,man,positive
1569,fabulous decor makes feel like trendy ,SERVICE#GENERAL,feel,positive
1569,cheaply priced generally friendly staff manhattanite spend time manhattan rice ,SERVICE#GENERAL,man,positive
1569,food cheaply priced generally friendly staff manhattanite spend time manhattan ,SERVICE#GENERAL,man,positive
1569,feel like trendy manhattan restaurant good food cheaply priced generally ,SERVICE#GENERAL,man,positive
1569,generally friendly staff manhattanite spend time manhattan rice avenue make ,SERVICE#GENERAL,man,positive
1569,home soho village upper west side minus expensive prices pretentious ,SERVICE#GENERAL,side,positive
1569,fabulous decor makes feel like trendy manhattan restaurant ,SERVICE#GENERAL,man,positive
1569,time manhattan rice avenue make feel home soho village upper ,SERVICE#GENERAL,man,positive
1569,like trendy manhattan restaurant good food cheaply priced generally friendly ,SERVICE#GENERAL,man,positive
1571,makes feel like trendy manhattan restaurant good food cheaply priced ,LOCATION#GENERAL,man,positive
1571,upper west side minus expensive prices pretentious clientele roosevelt avenue ,LOCATION#GENERAL,client,positive
1571,staff manhattanite spend time manhattan rice avenue make feel home ,LOCATION#GENERAL,man,positive
1571,fabulous decor makes feel like trendy ,LOCATION#GENERAL,feel,positive
1571,cheaply priced generally friendly staff manhattanite spend time manhattan rice ,LOCATION#GENERAL,man,positive
1571,food cheaply priced generally friendly staff manhattanite spend time manhattan ,LOCATION#GENERAL,man,positive
1571,feel like trendy manhattan restaurant good food cheaply priced generally ,LOCATION#GENERAL,man,positive
1571,generally friendly staff manhattanite spend time manhattan rice avenue make ,LOCATION#GENERAL,man,positive
1571,home soho village upper west side minus expensive prices pretentious ,LOCATION#GENERAL,side,positive
1571,fabulous decor makes feel like trendy manhattan restaurant ,LOCATION#GENERAL,man,positive
1571,time manhattan rice avenue make feel home soho village upper ,LOCATION#GENERAL,man,positive
1571,like trendy manhattan restaurant good food cheaply priced generally friendly ,LOCATION#GENERAL,man,positive
1572,makes feel like trendy manhattan restaurant good food cheaply priced ,RESTAURANT#PRICES,man,positive
1572,upper west side minus expensive prices pretentious clientele roosevelt avenue ,RESTAURANT#PRICES,client,positive
1572,staff manhattanite spend time manhattan rice avenue make feel home ,RESTAURANT#PRICES,man,positive
1572,fabulous decor makes feel like trendy ,RESTAURANT#PRICES,feel,positive
1572,cheaply priced generally friendly staff manhattanite spend time manhattan rice ,RESTAURANT#PRICES,man,positive
1572,food cheaply priced generally friendly staff manhattanite spend time manhattan ,RESTAURANT#PRICES,man,positive
1572,feel like trendy manhattan restaurant good food cheaply priced generally ,RESTAURANT#PRICES,man,positive
1572,generally friendly staff manhattanite spend time manhattan rice avenue make ,RESTAURANT#PRICES,man,positive
1572,home soho village upper west side minus expensive prices pretentious ,RESTAURANT#PRICES,side,positive
1572,fabulous decor makes feel like trendy manhattan restaurant ,RESTAURANT#PRICES,man,positive
1572,time manhattan rice avenue make feel home soho village upper ,RESTAURANT#PRICES,man,positive
1572,like trendy manhattan restaurant good food cheaply priced generally friendly ,RESTAURANT#PRICES,man,positive
1573,spilled red wine hot tea date ,SERVICE#GENERAL,tea,negative
1573,seated outside waiter spilled red wine hot tea date ,SERVICE#GENERAL,eat,negative
1573,waiter spilled red wine hot tea date ,SERVICE#GENERAL,waiter,negative
1573,seated outside waiter spilled red wine hot ,SERVICE#GENERAL,eat,negative
1575,think would get apology complimentary drinks instead got snobby waiter ,SERVICE#GENERAL,drink,negative
1575,snobby waiter would even take order minutes gave lip asked ,SERVICE#GENERAL,minutes,negative
1575,one would think would get ,SERVICE#GENERAL,one,negative
1575,even take order minutes gave lip asked ,SERVICE#GENERAL,minutes,negative
1575,would think would get apology complimentary drinks instead got snobby ,SERVICE#GENERAL,drink,negative
1575,complimentary drinks instead got snobby waiter would even take order ,SERVICE#GENERAL,drink,negative
1575,waiter would even take order minutes gave lip asked ,SERVICE#GENERAL,minutes,negative
1577,need overpriced food absurdly arrogant wait staff recognize work glorified ,FOOD#PRICES,work,negative
1577,work glorified diner clumsy service management care ,FOOD#PRICES,work,negative
1577,glorified diner clumsy service management care ,FOOD#PRICES,man,negative
1577,overpriced food absurdly arrogant wait staff recognize work glorified diner ,FOOD#PRICES,work,negative
1577,many good restaurants uws need overpriced ,FOOD#PRICES,uws,negative
1577,recognize work glorified diner clumsy service management care ,FOOD#PRICES,work,negative
1577,good restaurants uws need overpriced food absurdly arrogant wait staff ,FOOD#PRICES,uws,negative
1577,many good restaurants uws need overpriced food ,FOOD#PRICES,uws,negative
1577,many good restaurants uws need overpriced food absurdly ,FOOD#PRICES,uws,negative
1577,absurdly arrogant wait staff recognize work glorified diner clumsy service ,FOOD#PRICES,work,negative
1578,need overpriced food absurdly arrogant wait staff recognize work glorified ,SERVICE#GENERAL,work,negative
1578,work glorified diner clumsy service management care ,SERVICE#GENERAL,work,negative
1578,glorified diner clumsy service management care ,SERVICE#GENERAL,man,negative
1578,overpriced food absurdly arrogant wait staff recognize work glorified diner ,SERVICE#GENERAL,work,negative
1578,many good restaurants uws need overpriced ,SERVICE#GENERAL,uws,negative
1578,recognize work glorified diner clumsy service management care ,SERVICE#GENERAL,work,negative
1578,good restaurants uws need overpriced food absurdly arrogant wait staff ,SERVICE#GENERAL,uws,negative
1578,many good restaurants uws need overpriced food ,SERVICE#GENERAL,uws,negative
1578,many good restaurants uws need overpriced food absurdly ,SERVICE#GENERAL,uws,negative
1578,absurdly arrogant wait staff recognize work glorified diner clumsy service ,SERVICE#GENERAL,work,negative
1581,relatively new area tried pick bgel 2nd ,SERVICE#GENERAL,area,negative
1581,disappointed service thought food overated pricey side ,SERVICE#GENERAL,thought,negative
1581,tried pick bgel 2nd disappointed service thought food overated pricey ,SERVICE#GENERAL,thought,negative
1581,service thought food overated pricey side ,SERVICE#GENERAL,thought,negative
1581,bgel 2nd disappointed service thought food overated pricey side ,SERVICE#GENERAL,thought,negative
1581,pick bgel 2nd disappointed service thought food overated pricey side ,SERVICE#GENERAL,thought,negative
1582,relatively new area tried pick bgel 2nd ,FOOD#PRICES,area,negative
1582,disappointed service thought food overated pricey side ,FOOD#PRICES,thought,negative
1582,tried pick bgel 2nd disappointed service thought food overated pricey ,FOOD#PRICES,thought,negative
1582,service thought food overated pricey side ,FOOD#PRICES,thought,negative
1582,bgel 2nd disappointed service thought food overated pricey side ,FOOD#PRICES,thought,negative
1582,pick bgel 2nd disappointed service thought food overated pricey side ,FOOD#PRICES,thought,negative
1583,relatively new area tried pick bgel 2nd ,FOOD#QUALITY,area,negative
1583,disappointed service thought food overated pricey side ,FOOD#QUALITY,thought,negative
1583,tried pick bgel 2nd disappointed service thought food overated pricey ,FOOD#QUALITY,thought,negative
1583,service thought food overated pricey side ,FOOD#QUALITY,thought,negative
1583,bgel 2nd disappointed service thought food overated pricey side ,FOOD#QUALITY,thought,negative
1583,pick bgel 2nd disappointed service thought food overated pricey side ,FOOD#QUALITY,thought,negative
1584,food okay prices mediocre ,FOOD#QUALITY,food,neutral
1585,food okay prices mediocre ,RESTAURANT#PRICES,food,neutral
1586,solid food nice decor reasonable prices ,FOOD#QUALITY,food,positive
1586,baluchi solid food nice decor reasonable prices ,FOOD#QUALITY,food,positive
1587,solid food nice decor reasonable prices ,AMBIENCE#GENERAL,food,positive
1587,baluchi solid food nice decor reasonable prices ,AMBIENCE#GENERAL,food,positive
1588,solid food nice decor reasonable prices ,RESTAURANT#PRICES,food,positive
1588,baluchi solid food nice decor reasonable prices ,RESTAURANT#PRICES,food,positive
1589,problem manager complete incompetent ,SERVICE#GENERAL,man,negative
1590,offers subpar service personality ,SERVICE#GENERAL,personality,negative
1591,fact appears going postal moment ,SERVICE#GENERAL,fact,negative
1592,excuse lousy service ,SERVICE#GENERAL,service,negative
1593,never eaten pieces relatively good nigiri ,FOOD#QUALITY,pieces,neutral
1595,eat sushi beaten ,FOOD#PRICES,eat,positive
1596,went areo sunday afternoon four girlfriends spent three enjoyable hours ,RESTAURANT#GENERAL,girl,positive
1596,four girlfriends spent three enjoyable hours ,RESTAURANT#GENERAL,girl,positive
1597,servers attentive friendly quite attractive ,SERVICE#GENERAL,friend,positive
1598,vibe relaxed cozy service great ,AMBIENCE#GENERAL,eat,positive
1598,vibe relaxed cozy service great food excellent ,AMBIENCE#GENERAL,eat,positive
1599,vibe relaxed cozy service great ,SERVICE#GENERAL,eat,positive
1599,vibe relaxed cozy service great food excellent ,SERVICE#GENERAL,eat,positive
1600,vibe relaxed cozy service great ,FOOD#QUALITY,eat,positive
1600,vibe relaxed cozy service great food excellent ,FOOD#QUALITY,eat,positive
1601,girls definitely back ,RESTAURANT#GENERAL,girl,positive
1602,food good view new york city skiline ,FOOD#QUALITY,city,positive
1602,food good view new york city ,FOOD#QUALITY,city,positive
1602,food good view new york ,FOOD#QUALITY,food,positive
1602,food good view new york city skiline terrific even foggy ,FOOD#QUALITY,city,positive
1602,skiline terrific even foggy rainy day like went ,FOOD#QUALITY,day,positive
1603,food good view new york city skiline ,LOCATION#GENERAL,city,positive
1603,food good view new york city ,LOCATION#GENERAL,city,positive
1603,food good view new york ,LOCATION#GENERAL,food,positive
1603,food good view new york city skiline terrific even foggy ,LOCATION#GENERAL,city,positive
1603,skiline terrific even foggy rainy day like went ,LOCATION#GENERAL,day,positive
1604,would highly recommand requesting table window ,LOCATION#GENERAL,man,positive
1605,questions service good overall relaxing place eat ,SERVICE#GENERAL,eat,positive
1605,water would like questions service good overall relaxing place eat ,SERVICE#GENERAL,water,positive
1605,kind water would like questions service good overall relaxing place ,SERVICE#GENERAL,water,positive
1605,service good overall relaxing place eat ,SERVICE#GENERAL,eat,positive
1605,although typical kind water would like questions service ,SERVICE#GENERAL,water,positive
1606,questions service good overall relaxing place eat ,AMBIENCE#GENERAL,eat,positive
1606,water would like questions service good overall relaxing place eat ,AMBIENCE#GENERAL,water,positive
1606,kind water would like questions service good overall relaxing place ,AMBIENCE#GENERAL,water,positive
1606,service good overall relaxing place eat ,AMBIENCE#GENERAL,eat,positive
1606,although typical kind water would like questions service ,AMBIENCE#GENERAL,water,positive
1608,personal pans perfect size hungry nights ,FOOD#STYLE_OPTIONS,size,positive
1609,heartily recommend ,RESTAURANT#GENERAL,recommend,positive
1610,downside ordering delivery guys major attitude ,SERVICE#GENERAL,ring,negative
1611,never dramatic delivery guys lot huffing panting muttering breath ,SERVICE#GENERAL,ring,negative
1611,never dramatic delivery guys lot huffing panting ,SERVICE#GENERAL,guys,negative
1611,never dramatic delivery guys lot huffing panting muttering ,SERVICE#GENERAL,ring,negative
1611,live walkup always seem disappointed tips ,SERVICE#GENERAL,tips,negative
1612,love scene first place character nice ,AMBIENCE#GENERAL,love,positive
1612,love scene first place character nice light fortunate ,AMBIENCE#GENERAL,love,positive
1612,love scene first place character ,AMBIENCE#GENERAL,love,positive
1612,place character nice light fortunate location wise ,AMBIENCE#GENERAL,location,positive
1614,love scene first place character nice ,LOCATION#GENERAL,love,positive
1614,love scene first place character nice light fortunate ,LOCATION#GENERAL,love,positive
1614,love scene first place character ,LOCATION#GENERAL,love,positive
1614,place character nice light fortunate location wise ,LOCATION#GENERAL,location,positive
1615,pizza pretty good huge ,FOOD#QUALITY,pizza,positive
